timestamp,machine_id,category,issue_description,severity,location
2025-01-09 18:33:47.483173,M721,Sensor & Electrical,Battery pack overheating in EV assembly,High,West Tammystad
2025-03-02 08:41:41.489944,M928,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Stephanie
2025-01-08 13:48:11.507639,M970,Assembly Line,Conveyor belt misalignment,Medium,South Jessica
2025-02-14 20:43:15.408609,M909,Assembly Line,Paint sprayer clogging,Medium,Christiantown
2025-02-02 01:31:57.969717,M663,Machinery & Equipment,Lathe machine spindle failure,High,South Stephanie
2025-02-16 22:45:52.568259,M616,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,New Wandatown
2025-01-06 08:44:28.266492,M197,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Millerside
2025-02-27 05:32:08.115082,M178,Logistics & Storage,Inventory mismatch in parts database,Low,West Jeremyside
2025-02-16 22:58:25.377416,M625,Logistics & Storage,Forklift fuel leakage,High,Josephland
2025-03-02 23:19:15.555275,M466,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,North Paige
2025-03-03 21:31:23.435010,M442,Machinery & Equipment,Lathe machine spindle failure,High,Knightmouth
2025-03-02 16:06:33.676015,M192,Logistics & Storage,Inventory mismatch in parts database,Low,Wilsonbury
2025-01-01 19:58:19.467084,M282,Assembly Line,Paint sprayer clogging,Medium,Port Jacobmouth
2025-01-17 09:07:14.736368,M678,Parts & Supply,Incorrect tire specifications received,Low,Wallershire
2025-02-14 15:35:07.347898,M189,Parts & Supply,Defective windshield batch,Medium,East Christine
2025-01-11 03:58:06.490788,M247,Logistics & Storage,Forklift fuel leakage,Medium,Jaymouth
2025-02-16 13:59:48.447906,M322,Parts & Supply,Incorrect tire specifications received,Low,Williamchester
2025-01-30 14:26:27.362903,M152,Parts & Supply,Incorrect tire specifications received,Low,Lewisfort
2025-01-16 12:44:01.321238,M776,Machinery & Equipment,Hydraulic press pressure loss,Low,Montgomerychester
2025-02-25 04:34:38.811606,M661,Assembly Line,Spot welding machine misfire,Low,Port Jesuschester
2025-01-10 17:19:39.880180,M115,Machinery & Equipment,Hydraulic press pressure loss,Low,Port Amandabury
2025-02-15 13:13:44.175323,M249,Machinery & Equipment,CNC machine overheating,High,East Kayla
2025-01-22 06:00:52.969660,M844,Machinery & Equipment,Lathe machine spindle failure,High,Ashleybury
2025-01-31 07:51:04.658973,M816,Assembly Line,Spot welding machine misfire,Medium,North Beverlyfurt
2025-03-01 14:16:18.184773,M906,Logistics & Storage,Inventory mismatch in parts database,Low,Jasonview
2025-03-01 03:25:17.886611,M534,Assembly Line,Spot welding machine misfire,Medium,Port Johnville
2025-01-05 04:33:51.057425,M560,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,South Thomasborough
2025-01-15 21:05:16.078648,M347,Logistics & Storage,Tire storage humidity too high,Low,South Tiffanyfurt
2025-02-22 01:53:08.157413,M873,Assembly Line,Paint sprayer clogging,Medium,New Lauraberg
2025-01-10 02:15:20.407970,M273,Logistics & Storage,Forklift fuel leakage,Low,Kylemouth
2025-01-02 08:59:46.295685,M931,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Nicholasville
2025-03-01 04:44:28.675313,M513,Logistics & Storage,Barcode scanner failure in warehouse,High,Marcushaven
2025-01-11 18:56:57.520099,M976,Machinery & Equipment,Hydraulic press pressure loss,Medium,Jacksonhaven
2025-01-28 22:55:05.949347,M353,Assembly Line,Spot welding machine misfire,Medium,Port Samuelside
2025-01-29 17:56:13.553674,M803,Parts & Supply,Engine block casting defects,High,Adamberg
2025-02-07 17:02:14.421271,M129,Machinery & Equipment,Lathe machine spindle failure,High,Lake Calvinmouth
2025-02-15 16:00:59.506466,M908,Assembly Line,Robotic arm calibration failure,High,Jessicatown
2025-02-16 22:41:18.700507,M906,Assembly Line,Robotic arm calibration failure,High,Sandraland
2025-01-14 09:59:33.683868,M947,Assembly Line,Spot welding machine misfire,Low,Port Barbara
2025-02-21 17:33:55.412331,M934,Assembly Line,Paint sprayer clogging,Medium,West Devin
2025-03-04 13:03:30.372293,M318,Assembly Line,Robotic arm calibration failure,High,Kiddland
2025-02-10 10:58:56.682395,M606,Machinery & Equipment,CNC machine overheating,High,Port Steveport
2025-01-30 22:12:08.425859,M672,Logistics & Storage,Barcode scanner failure in warehouse,High,South Nicole
2025-01-16 06:26:55.477722,M567,Logistics & Storage,Barcode scanner failure in warehouse,High,North Adrienneport
2025-01-24 19:58:15.312296,M933,Parts & Supply,Incorrect tire specifications received,Low,Patriciaville
2025-03-06 04:21:48.902116,M991,Assembly Line,Spot welding machine misfire,High,North Christinamouth
2025-02-03 03:14:33.641823,M510,Parts & Supply,Defective windshield batch,Medium,East Timothy
2025-01-09 01:49:19.109124,M381,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,North Jonathan
2025-02-14 02:46:01.017878,M300,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,East Jenniferbury
2025-01-03 00:15:22.458993,M860,Sensor & Electrical,Battery pack overheating in EV assembly,High,Maryville
2025-01-19 15:50:22.465567,M557,Assembly Line,Paint sprayer clogging,Medium,Marcusborough
2025-02-23 16:45:37.558841,M164,Logistics & Storage,Forklift fuel leakage,Medium,New Tracy
2025-01-16 03:03:57.603996,M628,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Annebury
2025-01-07 19:15:45.043007,M575,Assembly Line,Robotic arm calibration failure,High,Ellisstad
2025-02-14 14:10:08.614850,M971,Machinery & Equipment,CNC machine overheating,High,New Ronaldchester
2025-02-04 09:25:20.960120,M386,Logistics & Storage,Tire storage humidity too high,Medium,North Dakotashire
2025-02-02 00:32:50.068379,M901,Assembly Line,Paint sprayer clogging,Medium,Johnsonfurt
2025-01-21 18:33:27.596769,M699,Logistics & Storage,Tire storage humidity too high,High,Lake Kathleenport
2025-01-19 23:17:17.128555,M680,Logistics & Storage,Forklift fuel leakage,High,South Erin
2025-01-26 09:14:47.123247,M657,Logistics & Storage,Barcode scanner failure in warehouse,High,Davismouth
2025-02-25 10:37:40.152061,M313,Parts & Supply,Defective windshield batch,Medium,Potterville
2025-02-15 11:21:57.267789,M474,Machinery & Equipment,Hydraulic press pressure loss,Low,South Patriciaburgh
2025-01-17 11:36:32.940123,M574,Parts & Supply,Defective windshield batch,Medium,Kimfurt
2025-01-03 14:58:26.263621,M435,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Lake Michelle
2025-03-02 17:33:50.555830,M278,Sensor & Electrical,Electrical surge causing sensor malfunctions,Medium,Patricialand
2025-01-20 01:07:16.721393,M787,Assembly Line,Spot welding machine misfire,High,Sherrychester
2025-02-18 03:06:10.510559,M647,Machinery & Equipment,Hydraulic press pressure loss,High,Burchstad
2025-01-15 00:35:23.114454,M986,Parts & Supply,Defective windshield batch,Medium,Lorimouth
2025-02-10 22:17:48.284243,M755,Assembly Line,Spot welding machine misfire,Low,New Jennifer
2025-02-09 10:13:07.401572,M305,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Kimberly
2025-03-04 01:24:44.282269,M897,Parts & Supply,Engine block casting defects,Medium,West Colton
2025-02-02 19:13:27.237452,M596,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,North Brandonview
2025-01-14 00:28:24.406643,M791,Logistics & Storage,Barcode scanner failure in warehouse,High,West Wendy
2025-01-08 22:37:11.437614,M359,Assembly Line,Paint sprayer clogging,Medium,Lake Meganview
2025-01-29 09:33:44.665462,M919,Logistics & Storage,Barcode scanner failure in warehouse,High,Parkerborough
2025-01-03 08:58:34.952756,M484,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Kimberlyside
2025-01-10 03:46:31.797873,M838,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Lake Tinastad
2025-02-06 22:04:03.836189,M279,Machinery & Equipment,CNC machine overheating,High,South Tracyfort
2025-01-26 16:55:29.964356,M812,Sensor & Electrical,Battery pack overheating in EV assembly,High,East Taylorview
2025-01-30 04:39:45.859976,M608,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Williammouth
2025-02-28 14:14:25.564363,M832,Machinery & Equipment,Lathe machine spindle failure,High,Tuckerland
2025-01-24 18:38:02.609956,M590,Parts & Supply,Incorrect tire specifications received,Low,Collinsmouth
2025-02-20 07:53:45.632240,M143,Machinery & Equipment,CNC machine overheating,High,Brianfort
2025-01-29 08:53:58.652910,M568,Parts & Supply,Engine block casting defects,Medium,Davidtown
2025-03-02 23:00:55.745876,M122,Assembly Line,Paint sprayer clogging,Medium,Lake Xavierton
2025-02-17 21:25:56.373549,M602,Machinery & Equipment,Lathe machine spindle failure,High,Lisaview
2025-02-12 11:41:40.537864,M387,Assembly Line,Robotic arm calibration failure,High,Elizabethmouth
2025-01-10 05:14:46.914710,M317,Parts & Supply,Delayed shipment of brake pads,Low,Port Loritown
2025-02-15 10:30:41.815157,M488,Parts & Supply,Defective windshield batch,Medium,Ballview
2025-01-29 00:52:37.637280,M553,Assembly Line,Conveyor belt misalignment,Medium,Justinmouth
2025-03-04 15:45:57.642143,M623,Assembly Line,Paint sprayer clogging,Medium,West Rachelborough
2025-02-21 21:17:37.625661,M597,Machinery & Equipment,Lathe machine spindle failure,High,Beckerside
2025-01-17 06:14:02.468524,M841,Assembly Line,Robotic arm calibration failure,High,Sergioview
2025-02-07 06:20:20.710556,M607,Assembly Line,Conveyor belt misalignment,Medium,North Briannaland
2025-02-20 19:05:18.479608,M654,Parts & Supply,Engine block casting defects,Medium,Lake Manueltown
2025-01-19 03:07:54.152128,M236,Sensor & Electrical,Battery pack overheating in EV assembly,High,Lake Leah
2025-02-19 00:09:48.126111,M197,Assembly Line,Spot welding machine misfire,Medium,Katherinemouth
2025-01-18 17:16:05.422098,M271,Machinery & Equipment,Hydraulic press pressure loss,High,North Shanehaven
2025-01-10 17:23:58.010907,M311,Assembly Line,Spot welding machine misfire,High,Lake Dawn
2025-01-06 06:32:32.301495,M823,Parts & Supply,Incorrect tire specifications received,Low,Whitehaven
2025-01-14 23:31:56.015717,M406,Machinery & Equipment,CNC machine overheating,High,Port Jenniferfort
2025-01-08 23:58:40.051386,M949,Assembly Line,Conveyor belt misalignment,Medium,Lake Andrew
2025-01-01 20:32:09.083990,M314,Logistics & Storage,Tire storage humidity too high,Medium,West Tara
2025-02-10 07:08:34.493226,M590,Assembly Line,Conveyor belt misalignment,Medium,West Williamborough
2025-03-04 08:01:55.885468,M771,Machinery & Equipment,Hydraulic press pressure loss,Medium,Port Tracy
2025-01-13 15:11:04.981153,M136,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,Warrenstad
2025-03-05 05:33:02.044768,M251,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Port Charles
2025-02-16 09:58:25.526032,M462,Logistics & Storage,Inventory mismatch in parts database,Low,Padillashire
2025-02-13 09:49:09.106982,M293,Logistics & Storage,Tire storage humidity too high,High,New Timothy
2025-02-08 16:02:52.583305,M468,Machinery & Equipment,Injection molding machine nozzle clog,Low,Lindseymouth
2025-02-12 07:58:24.469324,M476,Parts & Supply,Incorrect tire specifications received,Low,Kirstenbury
2025-01-08 13:10:58.045028,M756,Logistics & Storage,Forklift fuel leakage,Low,Bakermouth
2025-01-10 05:18:47.749803,M965,Assembly Line,Robotic arm calibration failure,High,Palmerland
2025-01-02 23:23:31.324937,M679,Logistics & Storage,Inventory mismatch in parts database,Low,Wheelerfort
2025-01-20 07:23:01.692822,M590,Machinery & Equipment,CNC machine overheating,High,East Jessica
2025-02-26 04:58:38.214324,M846,Logistics & Storage,Forklift fuel leakage,High,Lake Elizabeth
2025-02-10 16:17:23.749919,M838,Machinery & Equipment,Injection molding machine nozzle clog,Medium,Scottville
2025-01-18 22:35:55.966441,M971,Parts & Supply,Delayed shipment of brake pads,Low,Howardland
2025-02-10 09:12:04.208447,M531,Parts & Supply,Engine block casting defects,High,East Patriciaton
2025-02-16 09:52:21.003401,M690,Assembly Line,Conveyor belt misalignment,Medium,Brittneyton
2025-02-20 21:02:16.466802,M747,Assembly Line,Robotic arm calibration failure,High,Anthonyville
2025-01-24 21:24:02.281578,M537,Logistics & Storage,Tire storage humidity too high,High,Robertberg
2025-01-17 02:49:03.900335,M917,Logistics & Storage,Barcode scanner failure in warehouse,High,North Dylan
2025-01-09 10:36:47.248048,M450,Assembly Line,Robotic arm calibration failure,High,North Haley
2025-02-18 12:43:29.273726,M671,Logistics & Storage,Tire storage humidity too high,Low,Jacksontown
2025-02-12 21:31:48.582911,M561,Machinery & Equipment,Hydraulic press pressure loss,Medium,New Kayleeberg
2025-02-18 09:38:12.740551,M713,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Lisatown
2025-01-04 13:24:14.117756,M795,Machinery & Equipment,Injection molding machine nozzle clog,High,Port Dennis
2025-02-10 07:52:30.696488,M520,Parts & Supply,Delayed shipment of brake pads,Low,Port Mitchellstad
2025-03-05 10:44:59.698387,M876,Assembly Line,Spot welding machine misfire,Low,West Tamaraside
2025-02-04 04:09:34.783483,M447,Sensor & Electrical,Battery pack overheating in EV assembly,High,Dylanborough
2025-02-08 01:18:28.497267,M721,Machinery & Equipment,Injection molding machine nozzle clog,High,Valdezberg
2025-03-03 22:38:37.177166,M534,Machinery & Equipment,Lathe machine spindle failure,High,Kyleborough
2025-02-05 06:34:21.352962,M198,Logistics & Storage,Tire storage humidity too high,High,East Kevin
2025-01-16 18:08:40.284708,M269,Assembly Line,Conveyor belt misalignment,Medium,Bautistaberg
2025-03-04 20:18:26.499849,M716,Parts & Supply,Incorrect tire specifications received,Low,Davidborough
2025-01-13 11:39:40.859964,M473,Machinery & Equipment,Injection molding machine nozzle clog,High,East Davidland
2025-01-14 04:46:26.113867,M370,Sensor & Electrical,Faulty RFID scanner at inventory check,Medium,Evelynfort
2025-02-09 03:54:35.182609,M895,Assembly Line,Paint sprayer clogging,Medium,Littleville
2025-02-02 20:24:33.683032,M799,Assembly Line,Robotic arm calibration failure,High,New Jenniferburgh
2025-02-21 15:36:17.586755,M522,Parts & Supply,Defective windshield batch,Medium,Port Jillian
2025-02-02 02:27:40.949390,M311,Assembly Line,Paint sprayer clogging,Medium,East Ronald
2025-03-01 15:03:35.929096,M940,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,Alexandraberg
2025-02-28 02:18:06.973285,M115,Logistics & Storage,Barcode scanner failure in warehouse,High,Knappport
2025-01-08 23:13:14.971249,M511,Machinery & Equipment,CNC machine overheating,High,Michaelview
2025-01-24 12:41:00.946470,M875,Logistics & Storage,Inventory mismatch in parts database,Low,New Williammouth
2025-02-24 21:13:07.478431,M325,Sensor & Electrical,Battery pack overheating in EV assembly,High,Port Mariatown
2025-02-14 08:11:59.711617,M808,Logistics & Storage,Tire storage humidity too high,High,West Aaronfort
2025-02-26 23:44:24.249550,M786,Logistics & Storage,Forklift fuel leakage,High,Ortizbury
2025-01-13 11:56:40.096288,M570,Assembly Line,Spot welding machine misfire,Medium,Sherrybury
2025-02-23 13:30:34.303932,M790,Logistics & Storage,Barcode scanner failure in warehouse,High,Louisland
2025-02-04 00:29:51.089841,M798,Parts & Supply,Defective windshield batch,Medium,Jenniferchester
2025-02-24 10:12:03.537757,M423,Assembly Line,Spot welding machine misfire,High,Lake Jason
2025-02-19 23:19:59.696134,M686,Logistics & Storage,Forklift fuel leakage,Low,Chadberg
2025-03-02 23:20:05.762034,M330,Sensor & Electrical,PLC (Programmable Logic Controller) failure,High,New Andrew
2025-02-25 18:32:48.885062,M988,Parts & Supply,Engine block casting defects,High,West Jessicachester
2025-01-24 21:54:17.243837,M160,Parts & Supply,Defective windshield batch,Medium,West Jason
2025-01-20 17:30:52.197536,M447,Machinery & Equipment,Injection molding machine nozzle clog,High,Clarkburgh
2025-01-16 13:07:01.328840,M832,Sensor & Electrical,Electrical surge causing sensor malfunctions,Low,Crystalville
2025-01-16 23:55:35.380588,M991,Machinery & Equipment,Lathe machine spindle failure,High,Derekborough
2025-01-02 06:55:00.144161,M985,Sensor & Electrical,Electrical surge causing sensor malfunctions,High,West Andreafurt
2025-02-18 18:06:04.759662,M617,Machinery & Equipment,Injection molding machine nozzle clog,Low,Davidland
2025-01-19 23:31:11.286274,M740,Assembly Line,Spot welding machine misfire,Low,Dixonbury
2025-01-31 02:38:27.278934,M813,Machinery & Equipment,CNC machine overheating,High,West Anne
2025-01-08 23:18:49.257410,M958,Logistics & Storage,Tire storage humidity too high,Medium,South Jacobton
2025-02-04 04:22:25.794806,M378,Parts & Supply,Incorrect tire specifications received,Low,Jorgeville
2025-02-14 04:44:50.790626,M977,Parts & Supply,Defective windshield batch,Medium,Leonborough
2025-02-18 21:21:56.569633,M674,Logistics & Storage,Barcode scanner failure in warehouse,High,Jonathanfort
